datetime,open,high,low,close,volume
2021-01-04,1753.0424694,1757.4338847,1738.8689793,1750.43041,4351400.0
2021-01-05,1744.2947,1805.1697085,1737.6856638,1805.1697085,5211605.0
2021-01-06,1809.859144,1862.62625,1784.6413759,1840.713,4741020.0
2021-01-07,1838.08341,1875.7742,1818.79975,1875.7742,3793139.0
2021-01-08,1877.52726,1885.3108464,1808.2989206,1831.9477,5386164.0
2021-01-11,1831.9477,1884.977765,1804.424658,1840.4763369,5107990.0
2021-01-12,1830.19464,1894.093677,1827.56505,1894.093677,4105859.0
2021-01-13,1896.81092,1904.9889449,1871.39155,1896.81092,3438993.0
2021-01-14,1889.79868,1895.93439,1854.8338983,1870.51502,3615220.0
2021-01-15,1853.86095,1870.8218055,1778.47937,1824.93546,5950939.0
2021-01-18,1806.5809218,1833.2449644,1788.3578631,1808.28139,3914404.0
2021-01-19,1817.1431083,1837.469839,1759.0642305,1761.3081473,4634519.0
2021-01-20,1760.07224,1801.6986497,1737.720725,1788.6734139,4508242.0
2021-01-21,1795.13344,1831.9652306,1788.99773,1814.4171,3831017.0
2021-01-22,1813.54057,1840.713,1805.739453,1823.1385735,2924761.0
2021-01-25,1825.81199,1910.397135,1825.81199,1906.45275,5595716.0
2021-01-26,1915.21805,1916.97111,1862.7226683,1877.4308417,3174746.0
2021-01-27,1877.4308417,1877.4308417,1827.56505,1831.07117,3712017.0
2021-01-28,1823.1824,1849.1802798,1805.6693306,1830.19464,3512864.0
2021-01-29,1841.7560707,1884.0837044,1832.1405366,1854.8952554,3370133.0
2021-02-01,1867.0089,1893.3048,1836.33035,1848.8822596,2934059.0
2021-02-02,1851.4241966,1884.5307347,1842.553713,1880.15685,3458225.0
2021-02-03,1884.5395,1926.8496031,1875.7742,1919.5218123,3871415.0
2021-02-04,1920.47723,2042.3149,1920.47723,2034.2946505,6385101.0
2021-02-05,2037.93225,2072.642838,2008.13023,2027.41389,3972906.0
2021-02-08,2048.45061,2085.1596864,2027.41389,2076.324264,3578573.0
2021-02-09,2076.324264,2153.1345879,2059.8455,2153.1345879,3329655.0
2021-02-10,2178.17705,2280.029836,2178.17705,2279.85453,6137057.0
2021-02-18,2268.4421094,2303.4156564,2160.64645,2165.90563,6591232.0
2021-02-19,2148.5152748,2188.3973898,2087.543848,2156.2638,5938546.0
2021-02-22,2151.88115,2151.88115,1996.9281766,2005.5181706,7893547.0
2021-02-23,1985.4631642,2055.3664317,1985.34045,2022.15471,5745460.0
2021-02-24,2023.0224747,2031.79654,1893.743065,1918.72417,8211578.0
2021-02-25,1936.25477,1949.840985,1859.3042013,1884.5395,5972643.0
2021-02-26,1840.713,1910.7915735,1812.050469,1860.6803534,6652506.0
2021-03-01,1909.95887,1909.95887,1858.2436,1891.55174,4491626.0
2021-03-02,1910.8354,1910.8354,1781.98549,1803.89874,7076450.0
2021-03-03,1788.1212,1884.3378981,1781.98549,1875.7742,5421546.0
2021-03-04,1836.33035,1837.20688,1761.912953,1781.98549,6508829.0
2021-03-05,1753.06,1836.33035,1742.54164,1805.7482183,6377920.0
2021-03-08,1818.7646888,1827.56505,1717.9988,1717.9988,6309959.0
2021-03-09,1713.61615,1753.06,1665.5647754,1697.8298447,8226581.0
2021-03-10,1732.89981,1752.9460511,1724.13451,1726.7728653,5117174.0
2021-03-11,1731.14675,1823.1736347,1719.2960644,1795.13344,5676897.0
2021-03-12,1814.4171,1820.55281,1754.8218253,1775.84978,4032251.0
2021-03-15,1796.8865,1814.241794,1710.2415095,1731.5411885,6248487.0
2021-03-16,1731.0853929,1770.5818347,1722.38145,1762.263565,3464850.0
2021-03-17,1753.06,1796.8865,1732.0320453,1779.6714508,3137491.0
2021-03-18,1783.73855,1828.7571308,1783.73855,1814.154141,3386488.0
2021-03-19,1783.73855,1790.75079,1746.2493619,1761.8253,3578077.0
2021-03-22,1753.147653,1775.9286677,1714.0982415,1744.2859347,3691407.0
2021-03-23,1752.0782864,1760.773464,1726.7641,1749.55388,2744619.0
2021-03-24,1736.40593,1764.45489,1736.40593,1743.41817,2935739.0
2021-03-25,1726.7728653,1743.3129864,1706.428604,1727.64063,3157523.0
2021-03-26,1739.91205,1772.34366,1716.24574,1764.45489,5001642.0
2021-03-29,1790.926096,1837.5136655,1775.9812595,1782.949673,5699220.0
2021-03-30,1788.1212,1828.44158,1783.8086724,1802.1895065,3262697.0
2021-03-31,1792.591503,1793.3979106,1753.06,1760.94877,3715441.0
2021-04-01,1771.46713,1794.081604,1754.1293666,1792.065585,2658763.0
2021-04-02,1802.14568,1897.68745,1802.14568,1895.05786,5202757.0
2021-04-06,1894.18133,1895.0403294,1842.729019,1863.5290759,3274177.0
2021-04-07,1844.2717118,1855.876969,1796.8865,1806.52833,4020097.0
2021-04-08,1794.2832059,1822.30587,1791.62732,1814.4171,2854762.0
2021-04-09,1789.87426,1800.39262,1757.4514153,1770.5906,2880886.0
2021-04-12,1762.70183,1779.3559,1745.784801,1760.8523517,3194307.0
2021-04-13,1770.5906,1796.711194,1760.94877,1771.46713,2899215.0
