datetime,open,high,low,close,volume
2026-03-18 13:41:00,1472.68,1474.6,1472.68,1474.0,77.0
2026-03-18 13:42:00,1474.2,1474.99,1474.2,1474.4,92.0
2026-03-18 13:43:00,1474.4,1475.0,1474.01,1474.26,114.0
2026-03-18 13:44:00,1474.27,1475.0,1473.03,1473.03,53.0
2026-03-18 13:45:00,1473.05,1474.17,1473.01,1473.01,57.0
2026-03-18 13:46:00,1473.0,1473.02,1472.3,1472.66,70.0
2026-03-18 13:47:00,1472.67,1472.98,1472.0,1472.98,47.0
2026-03-18 13:48:00,1472.03,1472.03,1470.97,1471.01,120.0
2026-03-18 13:49:00,1471.01,1472.02,1471.01,1472.02,36.0
2026-03-18 13:50:00,1471.2,1472.0,1470.98,1471.02,54.0
2026-03-18 13:51:00,1470.99,1471.16,1470.97,1471.02,47.0
2026-03-18 13:52:00,1471.0,1471.25,1470.35,1470.38,85.0
2026-03-18 13:53:00,1470.37,1470.37,1469.06,1469.5,119.0
2026-03-18 13:56:00,1468.23,1468.23,1468.23,1468.23,39.0
2026-03-18 13:58:00,1467.96,1467.96,1467.25,1467.5,71.0
2026-03-18 13:59:00,1467.23,1467.55,1467.23,1467.55,9.0
2026-03-18 14:01:00,1465.68,1466.64,1465.5,1465.5,48.0
2026-03-18 14:02:00,1465.7,1466.68,1465.5,1466.68,108.0
2026-03-18 14:03:00,1466.01,1467.3,1466.01,1467.3,64.0
2026-03-18 14:04:00,1467.3,1467.31,1466.06,1466.07,107.0
2026-03-18 14:05:00,1466.06,1466.64,1466.06,1466.31,36.0
2026-03-18 14:06:00,1466.64,1466.67,1466.32,1466.67,43.0
2026-03-18 14:07:00,1466.61,1466.61,1465.06,1465.08,302.0
2026-03-18 14:08:00,1465.11,1466.86,1465.11,1465.5,154.0
2026-03-18 14:09:00,1466.3,1466.32,1465.26,1465.66,117.0
2026-03-18 14:10:00,1465.54,1467.15,1465.54,1466.62,86.0
2026-03-18 14:11:00,1466.65,1466.78,1466.62,1466.72,93.0
2026-03-18 14:12:00,1467.0,1467.13,1466.63,1467.02,186.0
2026-03-18 14:13:00,1466.97,1467.08,1466.15,1466.97,101.0
2026-03-18 14:14:00,1467.0,1467.22,1466.4,1466.4,79.0
2026-03-18 14:15:00,1466.49,1466.99,1466.4,1466.49,90.0
2026-03-18 14:16:00,1466.71,1466.72,1466.45,1466.49,84.0
2026-03-18 14:17:00,1466.42,1466.42,1465.73,1465.73,168.0
2026-03-18 14:18:00,1465.75,1465.75,1465.32,1465.61,130.0
2026-03-18 14:19:00,1465.6,1465.66,1465.21,1465.26,143.0
2026-03-18 14:20:00,1465.15,1465.17,1464.78,1464.79,227.0
2026-03-18 14:21:00,1464.81,1465.39,1464.06,1465.39,186.0
2026-03-18 14:22:00,1465.39,1466.14,1464.74,1465.86,179.0
2026-03-18 14:23:00,1465.86,1466.01,1465.86,1465.86,96.0
2026-03-18 14:24:00,1465.85,1466.12,1465.35,1465.39,179.0
2026-03-18 14:25:00,1465.98,1466.53,1465.42,1465.57,163.0
2026-03-18 14:26:00,1465.57,1466.6,1465.56,1465.61,135.0
2026-03-18 14:27:00,1465.99,1465.99,1465.6,1465.6,10.0
2026-03-18 14:28:00,1465.4,1465.56,1465.26,1465.26,49.0
2026-03-18 14:29:00,1465.25,1465.56,1464.86,1465.1,184.0
