datetime,open,high,low,close,volume
2025-01-02,1469.678544,1470.15107844,1427.24688,1434.961728,5002870.0
2025-01-03,1441.230042,1441.70257644,1414.71989556,1422.4251,3262836.0
2025-01-06,1401.209268,1410.52494696,1381.7292768,1388.67264,4425512.0
2025-01-07,1393.16653896,1400.13883284,1387.708284,1388.8655112,2422118.0
2025-01-08,1388.67264,1400.07132792,1375.80813096,1391.08353,3525821.0
2025-01-09,1397.34220044,1412.37651048,1381.90286088,1392.530064,2970565.0
2025-01-10,1395.5195676,1400.1966942,1384.815216,1384.815216,2187195.0
2025-01-13,1374.2073,1392.95438064,1371.32387556,1392.51077688,2108251.0
2025-01-14,1393.4462022,1425.97393008,1390.601352,1420.01421,3095657.0
2025-01-15,1414.710252,1422.0393576,1407.96940356,1418.82805212,1839934.0
2025-01-16,1421.460744,1429.81206696,1390.601352,1394.82523128,2634213.0
2025-01-17,1394.83487484,1408.924116,1394.82523128,1402.896891,1830894.0
2025-01-20,1408.924116,1436.68792524,1407.95976,1422.2322288,3140975.0
2025-01-21,1428.211236,1429.175592,1412.78154,1415.8192614,1685604.0
2025-01-22,1411.11320412,1415.6263902,1386.743928,1389.636996,2829384.0
2025-01-23,1398.28726932,1415.674608,1386.743928,1391.565708,2712504.0
2025-01-24,1390.601352,1396.18497324,1379.32803036,1384.815216,3136034.0
2025-01-27,1385.779572,1392.50113332,1376.15529912,1383.84121644,2935646.0
2025-02-05,1388.67264,1391.565708,1352.22962676,1353.7629528,4075652.0
2025-02-06,1350.10804356,1371.30458844,1350.10804356,1362.48073104,2735582.0
2025-02-07,1363.29079008,1391.25711408,1353.38685396,1384.815216,3724207.0
2025-02-10,1386.743928,1388.67264,1376.22280404,1380.48525756,2083979.0
2025-02-11,1383.8026422,1384.77664176,1365.4316604,1367.456808,2357283.0
2025-02-12,1367.456808,1393.49442,1366.37672928,1391.565708,2547579.0
2025-02-13,1391.58499512,1422.666189,1383.37832556,1412.83940136,4338536.0
2025-02-14,1412.83940136,1424.353812,1406.24320632,1422.4251,2709992.0
2025-02-17,1428.211236,1441.69293288,1414.8066876,1419.16557672,3247059.0
2025-02-18,1417.60332,1439.77386444,1409.96562048,1422.4251,2779992.0
2025-02-19,1422.4733178,1441.17218064,1412.6851044,1437.854796,3239331.0
2025-02-20,1430.139948,1438.79022132,1420.87248684,1421.460744,2374973.0
