datetime,open,high,low,close,volume
2024-01-02,29.4151473,29.79150272,29.18735323,29.24677777,20933629.0
2024-01-03,29.1180246,29.29629822,28.3256974,28.77138145,24212454.0
2024-01-04,28.87042235,29.10812051,28.6228201,28.90013462,18599996.0
2024-01-05,28.70205282,28.70205282,27.42442521,27.65221928,26578311.0
2024-01-08,27.64231519,27.79087654,27.0381657,27.14711069,15510236.0
2024-01-09,27.51356202,27.89982153,27.15701478,27.49375384,18617206.0
2024-01-10,27.2362475,27.30557613,26.41420803,26.4439203,23633547.0
2024-01-11,26.52315302,27.28576795,26.52315302,27.1372066,22407419.0
2024-01-12,27.0381657,27.10749433,26.58257756,26.58257756,15860220.0
2024-01-15,26.26564668,26.79056345,26.1467976,26.51324893,12613620.0
2024-01-16,26.3448794,26.49344075,25.80015445,26.21612623,15853791.0
2024-01-17,26.1467976,26.53305711,25.62188083,25.64168901,18632667.0
2024-01-18,25.4535113,26.9391248,25.3544704,26.9391248,41292173.0
2024-01-19,26.79056345,27.35509658,26.70142664,26.70142664,29723111.0
2024-01-22,27.40461703,27.47394566,25.37427858,25.68130537,32497489.0
2024-01-23,25.46341539,27.97905425,25.46341539,27.58289065,54681092.0
2024-01-24,27.5333702,27.77106836,26.62219392,27.57298656,42179989.0
2024-01-25,27.66212337,28.77138145,27.59279474,28.67234055,54280961.0
2024-01-26,28.38512194,28.6228201,27.84039699,28.01867061,34309933.0
2024-01-29,28.10780742,28.25636877,26.57267347,26.79056345,36335477.0
2024-01-30,26.3448794,27.06787797,25.77044218,25.89919535,21853180.0
2024-01-31,25.80015445,26.49344075,25.3544704,25.56245629,27884542.0
2024-02-01,25.17619678,26.72123482,24.00751416,25.99823625,34968612.0
2024-02-02,25.99823625,26.29535895,24.00751416,24.760225,34435948.0
2024-02-05,24.31454095,25.07715588,22.73979064,23.65096692,37115239.0
2024-02-06,23.29441968,26.01804443,23.2746115,26.01804443,49168230.0
2024-02-07,26.0477567,27.59279474,25.92890762,27.34519249,62293942.0
2024-02-08,27.61260292,29.06850415,27.49375384,27.55317838,58546475.0
2024-02-19,28.721861,30.3065154,28.2266565,30.3065154,88415070.0
2024-02-20,29.52409229,29.80140681,29.1180246,29.52409229,62812169.0
2024-02-21,28.85061417,29.70236591,28.80109372,29.10812051,49551416.0
2024-02-22,29.8113109,30.19757041,29.23687368,29.71227,50112321.0
2024-02-23,30.1084336,30.55411765,29.43495548,29.75188636,55001724.0
2024-02-26,29.73207818,30.77200763,29.48447593,30.11833769,58244828.0
2024-02-27,29.8113109,31.693088,29.56370865,31.54452665,73287101.0
2024-02-28,31.44548575,32.00011479,29.56370865,29.58351683,75277932.0
2024-02-29,29.71227,31.67327982,29.71227,31.42567757,64342174.0
2024-03-01,31.44548575,33.7729469,31.26721213,33.36687921,99281764.0
2024-03-04,33.98093279,34.84258862,32.99052379,34.12949414,104527999.0
2024-03-05,33.40649557,35.1595195,33.18860559,33.72342645,98513371.0
2024-03-06,33.2777424,34.30776776,33.24803013,33.673906,59615591.0
2024-03-07,33.82246735,34.63460273,32.683497,32.72311336,68390759.0
2024-03-08,33.2777424,34.43652093,32.65378473,34.30776776,76321462.0
2024-03-11,33.4758242,36.01127124,33.28764649,35.77357308,93594871.0
2024-03-12,35.28827267,35.70424445,34.29786367,34.69402727,72106921.0
2024-03-13,35.51606674,35.70424445,34.45632911,34.60489046,67946586.0
2024-03-14,33.66400191,34.87230089,33.46592011,34.32757594,57117557.0
2024-03-15,34.04035733,34.74354772,33.5748651,34.59498637,56520941.0
2024-03-18,35.1595195,35.34769721,34.52565774,34.88220498,57986529.0
2024-03-19,34.55537001,34.88220498,34.05026142,34.43652093,47571521.0
2024-03-20,34.27805549,36.7441739,34.27805549,35.3576013,92183685.0
2024-03-21,34.9614377,35.32788903,34.29786367,34.32757594,59372303.0
2024-03-22,34.18891868,34.72373954,33.88189189,33.99083688,43967804.0
2024-03-25,34.00074097,34.63460273,33.34707103,33.43620784,43450426.0
2024-03-26,33.1787015,33.86208371,32.01001888,32.43589475,54703364.0
2024-03-27,32.56464792,32.67359291,30.86114444,30.86114444,43856981.0
2024-03-28,30.96018534,32.2873334,30.702679,31.35634894,49864489.0
2024-03-29,31.15826714,34.49594547,30.88095262,33.4758242,86838062.0
2024-04-01,35.2585604,36.82340662,35.24865631,36.4470512,141240254.0
2024-04-02,35.3576013,36.11031214,34.62469864,34.82278044,99599467.0
2024-04-03,35.01095815,35.22884813,33.5748651,33.63428964,65060106.0
2024-04-08,33.3767833,34.31767185,32.77263381,32.79244199,49617580.0
2024-04-09,32.86177062,33.01033197,31.8911698,32.26752522,40547369.0
2024-04-10,32.29723749,32.36656612,30.91066489,31.24740395,43884728.0
2024-04-11,31.28702031,31.67327982,31.06913033,31.18797941,40199118.0
2024-04-12,31.43558166,33.1787015,31.24740395,32.31704567,66921165.0
2024-04-15,32.06944342,32.66368882,31.53462256,32.06944342,50427067.0
2024-04-16,31.5940471,31.9902107,30.702679,30.78191172,45169361.0
2024-04-17,31.1978835,32.47551111,30.96018534,32.44579884,48825109.0
2024-04-18,31.97040252,33.21831786,31.45538984,32.19819659,53128158.0
2024-04-19,31.78222481,32.13877205,30.78191172,31.16817123,42305681.0
2024-04-22,30.08862542,30.78191172,28.79118963,30.22728268,39386636.0
2024-04-23,30.59373401,30.79181581,29.93015998,30.31641949,25185727.0
2024-04-24,30.5045972,31.83174526,30.26689904,31.75251254,45101720.0
2024-04-25,31.35634894,31.86145753,31.1978835,31.30682849,27148928.0
2024-04-26,30.9998017,33.69371418,30.9998017,33.19850968,79288472.0
2024-04-29,33.52534465,33.71352236,33.10937287,33.52534465,57184696.0
2024-04-30,33.51544056,33.91160416,33.09946878,33.31735876,36343732.0
2024-05-06,33.91160416,34.0700696,33.22822195,33.3767833,37594958.0
2024-05-07,33.42630375,33.53524874,32.1882925,32.62407246,43272417.0
