datetime,open,high,low,close,volume
2022-01-04,27.39379076,27.6297746,26.93165574,27.21680288,12434537.0
2022-01-05,27.24630086,27.3347948,26.4498554,26.52851668,9812351.0
2022-01-06,26.46952072,26.63667594,26.23353688,26.26303486,8395844.0
2022-01-07,26.27286752,26.46952072,25.68290792,25.83039782,9282069.0
2022-01-10,25.83039782,26.0073857,25.29943418,25.9582224,8523477.0
2022-01-11,25.97788772,26.46952072,25.84023048,25.98772038,8628425.0
2022-01-12,26.03688368,26.19420624,25.564916,25.67307526,8563251.0
2022-01-13,25.74190388,25.91889176,25.08311566,25.13227896,11420731.0
2022-01-14,25.14211162,25.50592004,24.99462172,25.23060556,10372659.0
2022-01-17,25.28960152,26.11554496,25.28960152,25.99755304,10483326.0
2022-01-18,26.07621432,26.21387156,25.82056516,26.06638166,7923627.0
2022-01-19,26.04671634,26.2532022,25.78123452,26.09587964,6531159.0
2022-01-20,25.9582224,26.01721836,25.25027088,25.35843014,11861763.0
2022-01-21,25.25027088,25.43709142,24.66031128,24.78813586,13838010.0
2022-01-24,24.84713182,25.25027088,24.5324867,25.10278098,9100155.0
2022-01-25,25.13227896,25.50592004,24.3849968,24.45382542,9105751.0
2022-01-26,24.64064596,24.90612778,24.1391803,24.47349074,7813699.0
2022-01-27,24.4341601,24.57181734,23.37223282,23.38206548,12229286.0
2022-01-28,23.83436784,24.46365808,23.50989006,24.0408537,14069433.0
2022-02-07,24.2866702,24.46365808,23.67704528,23.82453518,10934327.0
2022-02-08,23.8933638,23.8933638,23.39189814,23.77537188,8409458.0
2022-02-09,23.7458739,24.1391803,23.67704528,23.98185774,9241457.0
2022-02-10,23.9916904,24.1391803,23.72620858,23.91302912,5861190.0
2022-02-11,23.87369848,23.8933638,22.7626079,23.0084244,14386568.0
2022-02-14,22.87076716,23.53938804,22.73310992,23.12641632,10206745.0
2022-02-15,23.13624898,23.67704528,23.01825706,23.4017308,9545029.0
2022-02-16,23.598384,23.6475473,23.42139612,23.5000574,4903582.0
2022-02-17,23.4508941,23.65737996,23.34273484,23.50989006,6415338.0
2022-02-18,23.48039208,23.86386582,23.46072676,23.70654326,6734230.0
2022-02-21,23.88353114,24.08018434,23.7458739,24.0408537,7990083.0
2022-02-22,23.8442005,23.8442005,23.26407356,23.56888602,10600203.0
